acm transactions on internet technology,0,0
acm transactions on sensor networks,0,0
acm transactions on the web,0,0
acta informatica,0.909430051813,1585
ad hoc networks,0.909493904692,1034
advances in information security,0,0
advances in mathematics of communications,0,0
biomedical instrumentation and technology,0,0
bit numerical mathematics,0,0
china communications,0,0
cluster computing,0.941243258586,788
computer communications,0.862584917018,6243
computer graphics forum,0.987821380244,786
computer networks,1.0,13
computing and informatics,0,0
concurrency computation practice and experience,0,0
cryptography and communications,0.765957446809,112
data mining and knowledge discovery,0.972065153177,586
distributed computing,0.958248055669,310
electronic commerce research and applications,0.834651898734,522
electronics and communications in japan,0,0
eurasip journal on wireless communications and networking,0.954225352113,545
first monday,0,0
foundations and trends in communications and information theory,0.9375,34
foundations and trends in networking,0,0
future generation computer systems,0.743953519795,1892
ieee communications magazine,0.988946786673,6550
ieee intelligent systems,0.982111539811,1531
ieee internet computing,0.977813248204,1931
ieee journal on selected areas in communications,0.997730237412,4844
ieee network,0,0
ieee security and privacy,0.97867354113,1376
ieee transactions on human-machine systems,0,0
ieee transactions on information forensics and security,0.951219512195,903
ieee transactions on mobile computing,0.985148027934,1522
ieee transactions on network and service management,1.0,123
ieee transactions on neural networks and learning systems,0,0
ieee transactions on services computing,1.0,245
ieee transactions on vehicular technology,0,0
ieice transactions on communications,0,0
iet information security,0,0
information security technical report,0,0
information systems frontiers,0.799688230709,785
information systems journal,0.907834101382,34
information systems research,0.947949526814,690
international journal for multiscale computational engineering,0,0
international journal of ad hoc and ubiquitous computing,0.742897727273,477
international journal of applied cryptography,0.95652173913,72
international journal of business data communications and networking,0.888888888889,68
international journal of communication networks and distributed systems,0.564417177914,373
international journal of communication networks and information security,0,0
international journal of communication systems,0.915980230643,720
international journal of computer applications in technology,0.413397129187,1260
international journal of distance education technologies,1.0,128
international journal of distributed sensor networks,0.949152542373,139
international journal of e-collaboration,0.159420289855,103
international journal of electronic government research,0.763636363636,112
international journal of electronic security and digital forensics,0.862068965517,195
international journal of grid and high performance computing,0.928571428571,124
international journal of high performance computing and networking,0.962962962963,232
international journal of information and communication technology,0.833333333333,200
international journal of information and computer security,0.867256637168,138
international journal of information management,0,0
international journal of information security,0.975845410628,370
international journal of information technology and management,0.75,345
international journal of internet manufacturing and services,0,0
international journal of internet protocol technology,0.897727272727,215
international journal of internet technology and secured transactions,0.925925925926,121
international journal of mobile communications,0.322864321608,503
international journal of mobile computing and multimedia communications,1.0,92
international journal of mobile network design and innovation,0.835294117647,148
international journal of network management,0.881578947368,712
international journal of network security,0,0
international journal of networking and virtual organisations,0.414893617021,398
international journal of neural systems,1.0,9
international journal of security and networks,0.921917808219,245
international journal of sensor networks,0.726246472248,457
international journal of software engineering and knowledge engineering,0,0
international journal of telemedicine and applications,0.758620689655,85
international journal of web and grid services,0.720121028744,237
international journal of web based communities,0.620578778135,353
international journal of web engineering and technology,0.946091644205,219
international journal of web information systems,0,0
international journal of web services research,0.666666666667,93
international journal of wireless information networks,0,0
internet and higher education,0,0
journal of asynchronous learning network,0,0
journal of china universities of posts and telecommunications,0,0
journal of communications and networks,0,0
journal of computer and system sciences,0.959537918238,2135
journal of computer and systems sciences international,0.109826589595,390
journal of computer information systems,0,0
journal of computer science,0,0
journal of computer security,0.969287123133,346
journal of computer-mediated communication,1.0,41
journal of electronic commerce in organizations,0.583333333333,117
journal of emerging technologies in web intelligence,0,0
journal of grid computing,0.62091503268,180
journal of heuristics,0.92315206773,605
journal of high speed networks,0.926315789474,338
journal of information and knowledge management,0,0
journal of intelligent information systems,0.963908129785,622
journal of interconnection networks,0,0
journal of internet banking and commerce,0,0
journal of internet technology,0,0
journal of location based services,0.967741935484,95
journal of microelectronics and electronic packaging,0,0
journal of network and computer applications,0.782343987823,1225
journal of network and systems management,0.772401433692,648
journal of networks,0,0
journal of optical communications and networking,0,0
journal of parallel and distributed computing,0.931445739257,2753
journal of research and practice in information technology,0,0
journal of technology in human services,0.9,72
journal of the franklin institute,0,11
journal of the institute of telecommunications professionals,0,0
journal of web engineering,0.914616497829,293
journal on chain and network science,0,0
ksii transactions on internet and information systems,0,0
microprocessors and microsystems,0,0
mobile information systems,0.612756264237,161
mobile networks and applications,0.974126534466,961
multimedia systems,0.932546374368,748
multimedia tools and applications,0.762256713476,2330
networks,0.98492159228,558
networks and spatial economics,0,0
neural processing letters,0.891746641075,891
new generation computing,0.995989304813,305
new review of information networking,0,0
ntt technical review,0,0
optical switching and networking,0.861904761905,282
parallel computing,0.948100477476,1595
peer-to-peer networking and applications,0,0
performance evaluation,0.895372645373,1471
photonic network communications,0.390625,266
problems of information transmission,0.621276595745,534
real-time systems,0.875016189613,632
security and communication networks,0.9375,158
semantic web and information systems,0,0
synthesis lectures on network simulation,0,0
systems engineering,0.833876221498,287
telematics and informatics,0.835802469136,611
universal access in the information society,0.942878338279,432
web semantics,0,0
wireless communications and mobile computing,0,0
wireless networks,0.923802129547,1508
world wide web,0.871433864394,523
wseas transactions on communications,0.557422969188,420
wseas transactions on signal processing,0.794117647059,179
